Fecha,Día,Comp,Ronda,Sedes,Resultado,Equipo,Adversario,Arranque,Posc,Mín,Gls.,Ass,TP,TPint,Dis,DaP,TA,TR,Fls,FR,PA,Pcz,TklG,Int,GC,Penal ejecutado,Penal concedido,Informe del partido,jugador_id,Toques,Tkl,Bloqueos,xG,npxG,xAG,ACT,ACG,Cmp,Int.,% Cmp,PrgP,Transportes,PrgC,Att,Succ,Gls_90,Año,Mes,DiaSemana,resultado_tipo,goles_favor,goles_contra,victoria_penales,derrota_penales,resultado_numerico,diferencia_goles,Rendimiento,Rendimiento_normalizado
2025-02-02,Dom,Primera A,Apertura — First stage,Visitante,V 1–0,Nacional,La Equidad,Sí,RB,56.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,andrés felipe román,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,2.0,6.0,V,1.0,0.0,0,0,1.0,1.0,13.5,0.20423600605143719
2025-02-12,Mié,Primera A,Apertura — First stage,Visitante,E 2–2,Nacional,Santa Fe,Sí,RB,60.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,andrés felipe román,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,2.0,2.0,E,2.0,2.0,0,0,0.0,0.0,13.5,0.20423600605143719
2025-02-23,Dom,Primera A,Apertura — First stage,Visitante,D 2–3,Nacional,Alianza,Sí,RB,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,andrés felipe román,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,2.0,6.0,D,2.0,3.0,0,0,-1.0,-1.0,13.5,0.20423600605143719
2025-03-04,Mar,Primera A,Apertura — First stage,Visitante,V 5–1,Nacional,Fortaleza FC,Sí,RB,78.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,andrés felipe román,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,3.0,1.0,V,5.0,1.0,0,0,1.0,4.0,13.5,0.20423600605143719
2025-03-09,Dom,Primera A,Apertura — First stage,Local,V 1–0,Nacional,CD América,Sí,RB,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Informe del partido,andrés felipe román,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,3.0,6.0,V,1.0,0.0,0,0,1.0,1.0,13.5,0.20423600605143719
2025-03-15,Sáb,Primera A,Apertura — First stage,Visitante,E 0–0,Nacional,Envigado,Sí,RB,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,andrés felipe román,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,3.0,5.0,E,0.0,0.0,0,0,0.0,0.0,13.5,0.20423600605143719
2025-03-19,Mié,Primera A,Apertura — First stage,Local,V 4–3,Nacional,Tolima,Sí,RB,65.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Informe del partido,andrés felipe román,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,1.3846153846153846,2025.0,3.0,2.0,V,4.0,3.0,0,0,1.0,1.0,13.5,0.20423600605143719
2025-03-23,Dom,Primera A,Apertura — First stage,Local,E 1–1,Nacional,Independiente,Sí,RB,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,andrés felipe román,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,3.0,6.0,E,1.0,1.0,0,0,0.0,0.0,13.5,0.20423600605143719
2025-04-02,Mié,Libertadores,Group stage,Local,V 3–0,co Nacional,uy Nacional,Sí,RB,90.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Informe del partido,andrés felipe román,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,4.0,2.0,V,3.0,0.0,0,0,1.0,3.0,13.5,0.20423600605143719
2025-04-10,Jue,Libertadores,Group stage,Visitante,D 0–3,co Nacional,br Internacional,Sí,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,andrés felipe román,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,4.0,3.0,D,0.0,3.0,0,0,-1.0,-3.0,13.5,0.20423600605143719
2024-07-02,Mar,Copa América,Etapa de grupo,Neutral,E 1–1,co Colombia,br Brazil,Sí,"CB,CB,RB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2024.0,7.0,1.0,E,1.0,1.0,0,0,0.0,0.0,23.9,0.36157337367624803
2024-07-06,Sáb,Copa América,Cuartos de final,Neutral,V 5–0,co Colombia,pa Panama,Sí,"CB,CB,RB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2024.0,7.0,5.0,V,5.0,0.0,0,0,1.0,5.0,23.9,0.36157337367624803
2024-07-10,Mié,Copa América,Semifinales,Neutral,V 1–0,co Colombia,uy Uruguay,Sí,"CB,CB,RB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2024.0,7.0,2.0,V,1.0,0.0,0,0,1.0,1.0,23.9,0.36157337367624803
2024-07-14,Dom,Copa América,Final,Neutral,D 0–1,co Colombia,ar Argentina,Sí,"CB,CB,RB",120.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2024.0,7.0,6.0,D,0.0,1.0,0,0,-1.0,-1.0,23.9,0.36157337367624803
2024-08-17,Sáb,Pro League A,Semana 4 de partido,Visitante,V 4–3,Genk,Beerschot,Sí,"CB,CB,RB",90.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,1.0,2024.0,8.0,5.0,V,4.0,3.0,0,0,1.0,1.0,23.9,0.36157337367624803
2024-09-06,Vie,WCQ,WCQ — CONMEBOL (M),Visitante,E 1–1,co Colombia,pe Peru,Sí,"CB,CB,RB",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2024.0,9.0,4.0,E,1.0,1.0,0,0,0.0,0.0,23.9,0.36157337367624803
2024-09-22,Dom,Pro League A,Semana 8 de partido,Local,V 4–0,Genk,Dender,Sí,"CB,CB,RB",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2024.0,9.0,6.0,V,4.0,0.0,0,0,1.0,4.0,23.9,0.36157337367624803
2024-09-28,Sáb,Pro League A,Semana 9 de partido,Local,V 2–1,Genk,Mechelen,Sí,"CB,CB,RB",42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2024.0,9.0,5.0,V,2.0,1.0,0,0,1.0,1.0,23.9,0.36157337367624803
2024-11-03,Dom,Pro League A,Semana 13 de partido,Local,V 2–0,Genk,Antwerp,No,"CB,CB,RB",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2024.0,11.0,6.0,V,2.0,0.0,0,0,1.0,2.0,23.9,0.36157337367624803
2024-12-07,Sáb,Pro League A,Semana 17 de partido,Local,V 3–2,Genk,Kortrijk,Sí,"CB,CB,RB",39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2024.0,12.0,5.0,V,3.0,2.0,0,0,1.0,1.0,23.9,0.36157337367624803
2024-12-15,Dom,Pro League A,Semana 18 de partido,Visitante,D 0–2,Genk,Club Brugge,No,"CB,CB,RB",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2024.0,12.0,6.0,D,0.0,2.0,0,0,-1.0,-2.0,23.9,0.36157337367624803
2024-12-22,Dom,Pro League A,Semana 19 de partido,Local,V 2–0,Genk,Anderlecht,Sí,"CB,CB,RB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2024.0,12.0,6.0,V,2.0,0.0,0,0,1.0,2.0,23.9,0.36157337367624803
2024-12-26,Jue,Pro League A,Semana 20 de partido,Visitante,E 2–2,Genk,Antwerp,Sí,"CB,CB,RB",90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2024.0,12.0,3.0,E,2.0,2.0,0,0,0.0,0.0,23.9,0.36157337367624803
2025-01-11,Sáb,Pro League A,Semana 21 de partido,Local,V 2–0,Genk,OH Leuven,No,"CB,CB,RB",70.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2025.0,1.0,5.0,V,2.0,0.0,0,0,1.0,2.0,23.9,0.36157337367624803
2025-01-18,Sáb,Pro League A,Semana 22 de partido,Visitante,V 2–1,Genk,Mechelen,Sí,"CB,CB,RB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2025.0,1.0,5.0,V,2.0,1.0,0,0,1.0,1.0,23.9,0.36157337367624803
2025-02-09,Dom,Süper Lig,Semana 23 de partido,Local,V 3–0,Galatasaray,Adana Demirspor,Sí,"CB,CB,RB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2025.0,2.0,6.0,V,3.0,0.0,0,0,1.0,3.0,23.9,0.36157337367624803
2025-02-13,Jue,Europa Lg,Playoffs de la fase eliminatoria,Visitante,D 1–4,tr Galatasaray,nl AZ Alkmaar,Sí,"CB,CB,RB",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,47.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,29.0,35.0,82.9,1.0,23.0,0.0,1.0,0.0,0.0,2025.0,2.0,3.0,D,1.0,4.0,0,0,-1.0,-3.0,17.6,0.26626323751891073
2025-02-17,Lun,Süper Lig,Semana 24 de partido,Visitante,V 2–1,Galatasaray,Rizespor,Sí,"CB,CB,RB",45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2025.0,2.0,0.0,V,2.0,1.0,0,0,1.0,1.0,23.9,0.36157337367624803
2025-02-20,Jue,Europa Lg,Playoffs de la fase eliminatoria,Local,E 2–2,tr Galatasaray,nl AZ Alkmaar,Sí,"CB,CB,RB",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,69.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,56.0,64.0,87.5,4.0,46.0,3.0,0.0,0.0,0.0,2025.0,2.0,3.0,E,2.0,2.0,0,0,0.0,0.0,30.9,0.4674735249621785
2025-03-02,Dom,Süper Lig,Semana 26 de partido,Visitante,E 3–3,Galatasaray,Kasımpaşa,No,"CB,CB,RB",11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2025.0,3.0,6.0,E,3.0,3.0,0,0,0.0,0.0,23.9,0.36157337367624803
2025-03-20,Jue,WCQ,WCQ — CONMEBOL (M),Visitante,D 1–2,co Colombia,br Brazil,No,"CB,CB,RB",16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2025.0,3.0,3.0,D,1.0,2.0,0,0,-1.0,-1.0,23.9,0.36157337367624803
2025-03-25,Mar,WCQ,WCQ — CONMEBOL (M),Local,E 2–2,co Colombia,py Paraguay,Sí,"CB,CB,RB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,carlos cuesta,58.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,49.0,85.0,2.0,34.0,1.0,0.0,0.0,0.0,2025.0,3.0,1.0,E,2.0,2.0,0,0,0.0,0.0,23.9,0.36157337367624803
2024-07-03,Mié,MLS,Temporada Regular,Local,V 3–2,Real Salt Lake,Houston Dynamo,Sí,"RW,RM,CM,WB,FW,LW",90.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,carlos gómez,54.0,2.0,2.0,1.0,1.0,1.1,8.0,2.0,22.0,34.0,64.7,3.0,40.0,0.0,5.0,3.0,1.0,2024.0,7.0,2.0,V,3.0,2.0,0,0,1.0,1.0,12.000000000000002,0.1815431164901664
2024-07-06,Sáb,MLS,Temporada Regular,Local,V 5–2,Real Salt Lake,Atlanta Utd,Sí,"RW,RM,CM,WB,FW,LW",78.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,carlos gómez,44.0,1.0,1.0,0.1,0.1,0.0,1.0,1.0,22.0,32.0,68.8,3.0,35.0,3.0,4.0,3.0,0.0,2024.0,7.0,5.0,V,5.0,2.0,0,0,1.0,3.0,11.0,0.1664145234493192
2024-07-13,Sáb,MLS,Temporada Regular,Visitante,D 0–3,Real Salt Lake,Portland Timbers,Sí,"RW,RM,CM,WB,FW,LW",70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,53.0,2.0,0.0,0.2,0.2,0.1,2.0,0.0,21.0,38.0,55.3,0.0,36.0,4.0,5.0,3.0,0.0,2024.0,7.0,5.0,D,0.0,3.0,0,0,-1.0,-3.0,12.200000000000001,0.18456883509833585
2024-07-20,Sáb,MLS,Temporada Regular,Visitante,D 2–3,Real Salt Lake,Colorado Rapids,Sí,"RW,RM,CM,WB,FW,LW",90.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,62.0,3.0,0.0,0.1,0.1,0.5,4.0,0.0,31.0,42.0,73.8,3.0,53.0,3.0,4.0,0.0,2.0,2024.0,7.0,5.0,D,2.0,3.0,0,0,-1.0,-1.0,15.600000000000001,0.23600605143721634
2024-09-01,Dom,Ligue 1,Semana 3 de partido,Visitante,D 1–2,Rennes,Reims,No,"RW,RM,CM,WB,FW,LW",27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,50.0,0.0,6.0,1.0,3.0,2.0,0.0,2024.0,9.0,6.0,D,1.0,2.0,0,0,-1.0,-1.0,1.2000000000000002,0.018154311649016642
2024-10-05,Sáb,Ligue 1,Semana 7 de partido,Local,D 1–2,Rennes,Monaco,No,"RW,RM,CM,WB,FW,LW",20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,0.0,7.0,0.0,2.0,1.0,0.0,2024.0,10.0,5.0,D,1.0,2.0,0,0,-1.0,-1.0,2.6,0.03933434190620272
2024-10-19,Sáb,Ligue 1,Semana 8 de partido,Visitante,E 1–1,Rennes,Brest,No,"RW,RM,CM,WB,FW,LW",16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,carlos gómez,9.0,1.0,2.0,0.0,0.0,0.1,1.0,0.0,4.0,6.0,66.7,1.0,3.0,0.0,0.0,0.0,0.0,2024.0,10.0,5.0,E,1.0,1.0,0,0,0.0,0.0,2.2,0.03328290468986384
2024-10-25,Vie,Ligue 1,Semana 9 de partido,Local,V 1–0,Rennes,Le Havre,Sí,"RW,RM,CM,WB,FW,LW",69.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,27.0,1.0,0.0,0.1,0.1,0.0,2.0,0.0,18.0,21.0,85.7,1.0,21.0,3.0,2.0,1.0,1.3043478260869565,2024.0,10.0,4.0,V,1.0,0.0,0,0,1.0,1.0,8.2,0.12405446293494703
2024-11-03,Dom,Ligue 1,Semana 10 de partido,Visitante,D 0–4,Rennes,Auxerre,Sí,"RW,RM,CM,WB,FW,LW",90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,24.0,62.5,3.0,34.0,2.0,4.0,2.0,0.0,2024.0,11.0,6.0,D,0.0,4.0,0,0,-1.0,-4.0,7.800000000000001,0.11800302571860817
2024-11-15,Vie,WCQ,WCQ — CONMEBOL (M),Visitante,D 2–3,co Colombia,uy Uruguay,No,"RW,RM,CM,WB,FW,LW",9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,15.0,69.0,1.0,16.0,1.0,2.0,1.0,10.0,2024.0,11.0,4.0,D,2.0,3.0,0,0,-1.0,-1.0,5.2,0.07866868381240544
2024-11-19,Mar,WCQ,WCQ — CONMEBOL (M),Local,D 0–1,co Colombia,ec Ecuador,No,"RW,RM,CM,WB,FW,LW",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,15.0,69.0,1.0,16.0,1.0,2.0,1.0,0.0,2024.0,11.0,1.0,D,0.0,1.0,0,0,-1.0,-1.0,5.0,0.075642965204236
2024-11-24,Dom,Ligue 1,Semana 12 de partido,Visitante,D 0–1,Rennes,Lille,No,"RW,RM,CM,WB,FW,LW",19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,60.0,0.0,4.0,1.0,0.0,0.0,0.0,2024.0,11.0,6.0,D,0.0,1.0,0,0,-1.0,-1.0,3.4000000000000004,0.05143721633888049
2024-11-30,Sáb,Ligue 1,Semana 13 de partido,Local,V 5–0,Rennes,Saint-Étienne,No,"RW,RM,CM,WB,FW,LW",21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,28.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,20.0,90.0,0.0,15.0,0.0,3.0,0.0,0.0,2024.0,11.0,5.0,V,5.0,0.0,0,0,1.0,5.0,8.0,0.1210287443267776
2024-12-08,Dom,Ligue 1,Semana 14 de partido,Visitante,D 0–1,Rennes,Nantes,No,"RW,RM,CM,WB,FW,LW",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,2024.0,12.0,6.0,D,0.0,1.0,0,0,-1.0,-1.0,0.6000000000000001,0.009077155824508321
2024-12-15,Dom,Ligue 1,Semana 15 de partido,Local,V 2–0,Rennes,Angers,No,"RW,RM,CM,WB,FW,LW",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,2024.0,12.0,6.0,V,2.0,0.0,0,0,1.0,2.0,0.4,0.006051437216338881
2024-12-22,Dom,Coupe de France,Round of 64,Visitante,V 4–1,Rennes,Bordeaux,No,"RW,RM,CM,WB,FW,LW",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,15.0,69.0,1.0,16.0,1.0,2.0,1.0,0.0,2024.0,12.0,6.0,V,4.0,1.0,0,0,1.0,3.0,5.0,0.075642965204236
2025-01-03,Vie,Ligue 1,Semana 16 de partido,Visitante,D 2–3,Rennes,Nice,No,"RW,RM,CM,WB,FW,LW",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,2025.0,1.0,4.0,D,2.0,3.0,0,0,-1.0,-1.0,0.4,0.006051437216338881
2025-01-15,Mié,Coupe de France,Round of 32,Visitante,D 0–1,Rennes,Troyes,No,"RW,RM,CM,WB,FW,LW",17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,15.0,69.0,1.0,16.0,1.0,2.0,1.0,0.0,2025.0,1.0,2.0,D,0.0,1.0,0,0,-1.0,-1.0,5.0,0.075642965204236
2025-01-25,Sáb,Ligue 1,Semana 19 de partido,Visitante,D 2–3,Rennes,Monaco,No,"RW,RM,CM,WB,FW,LW",21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,carlos gómez,9.0,0.0,2.0,0.0,0.0,0.1,1.0,0.0,4.0,5.0,80.0,2.0,5.0,1.0,0.0,0.0,0.0,2025.0,1.0,5.0,D,2.0,3.0,0,0,-1.0,-1.0,1.8,0.02723146747352496
